0.984482066,0.9258372629999999,0.8816094899999999,0.9766595480999999,0.9798317176,0.905864122,0.97277791,0.972590608,0.90034247,0.9476957349999999,0.972262565,0.9564109029999999,0.9802624477000002
0.984367871,0.9252172799999999,0.8793127899999998,0.9766039269999999,0.979763557,0.90509607,0.9726645030000001,0.9724736159999999,0.89836233,0.947509769,0.9721447569999999,0.9561483099999999,0.9802092370000002
0.984065051,0.9233985299999999,0.8727373099999999,0.9764031609999999,0.97961197,0.9028461,0.972354068,0.972157647,0.8930621599999999,0.9469802599999999,0.9718368279999999,0.9554345599999999,0.9800497160000001
0.98346873,0.9185983,0.8584295099999999,0.9758880899999999,0.9791284,0.89696453,0.9714315,0.9712436999999999,0.8806917599999999,0.9454005499999999,0.97090349,0.95367293,0.9796316200000001
0.98178726,0.9062039,0.8296503099999999,0.9742342099999999,0.97761617,0.88217833,0.96857988,0.96843326,0.8539596599999999,0.9407506499999999,0.96804713,0.94890675,0.9781051000000002
0.97637054,0.8719735,0.7646366099999999,0.9686513099999999,0.97262207,0.84257433,0.95947381,0.9594264499999999,0.7931153599999999,0.92624285,0.95897925,0.93477695,0.9726674200000002
0.95928644,0.7952534,0.65944361,0.95062001,0.95577807,0.7599118300000001,0.93257791,0.9330151499999999,0.6895743599999999,0.88604995,0.93235835,0.89611525,0.9542416200000001
0.90447524,0.6515054,0.50931361,0.89370811,0.90117497,0.6168408300000001,0.85673541,0.8587422499999999,0.54052636,0.78685755,0.85757035,0.80296575,0.8943888200000001
0.75001524,0.4397004,0.32777361,0.73763311,0.74810097,0.41750483000000005,0.67671441,0.68153325,0.35973636,0.59255455,0.67970235,0.62006275,0.73023382
0.45021424,0.24225639999999998,0.18861761,0.44714611,0.45821097,0.23802883000000002,0.39190941,0.39797225,0.21170236,0.34533655,0.39680035,0.37284475000000006,0.43364382
0.16368224,0.11307439999999999,0.10151951000000001,0.17293711,0.17616497,0.11770483000000001,0.14816341,0.15168725,0.11185126000000001,0.14972455,0.15226235,0.16207975000000002,0.16139382000000002
0.04726924,0.0498212,0.05419631,0.05343611,0.05065197,0.05569923,0.045639410000000005,0.046767249999999996,0.05551366,0.05462665,0.04748935,0.057780750000000006,0.047590820000000006
0.01838964,0.027036400000000002,0.03371401,0.019884310000000002,0.01803117,0.03103403,0.018917410000000003,0.01927325,0.03288016,0.02296585,0.01957345,0.02563955,0.01834592
0.00969078,0.01816249,0.023866480000000002,0.01041361,0.008831809999999999,0.02070943,0.010928170000000001,0.01107433,0.02252636,0.01279305,0.01117565,0.01496285,0.00981674
0.00506165,0.00961396,0.01273088,0.006366210000000001,0.00465078,0.01174109,0.00637717,0.00643151,0.010078759999999999,0.0067468400000000005,0.00654462,0.00873947,0.00623754
0.00251464,0.00485442,0.00653371,0.00354848,0.00224461,0.0064882,0.00369385,0.00373956,0.00504705,0.0032709,0.00383023,0.00415758,0.00321214
